ID,Age,Workclass,fnlwgt,Education,Education_Num,Martial_Status,Occupation,Relationship,Race,Sex,Capital_Gain,Capital_Loss,Hours_per_week,Country,Target
31076,39, Federal-gov,257175, Bachelors,13, Divorced, Tech-support, Unmarried, Black, Female,0,625,40, United-States,0
31079,45, Private,200471, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, United-States,0
31080,20, Private,353195, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States,0
31081,35, Private,222868, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0
31082,50, Private,221791, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, United-States,0
31083,56, Private,197114, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,28, United-States,0
31085,58, Self-emp-not-inc,274917, Masters,14, Widowed, Other-service, Not-in-family, White, Female,0,0,15, United-States,0
31086,32, Private,348460, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,0
31087,23, Private,112683, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,12, United-States,0
31088,48, Private,345831, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0
31092,40, Local-gov,108765, Assoc-voc,11, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States,0
31093,50, Private,138022, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
31094,52, Self-emp-not-inc,175029, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States,0
31096,55, Self-emp-not-inc,141409, 10th,6, Married-civ-spouse, Sales, Husband, White, Male,7688,0,50, United-States,1
31101,34, Private,345705, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,1408,38, United-States,0
31102,33, Private,248584, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States,0
31104,35, Private,200153, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,1
31105,50, Private,398625, 11th,7, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,0
31106,43, Private,114043, Some-college,10, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,0
31107,29, Private,169544, Assoc-voc,11, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States,0
31108,56, Private,343849, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States,0
31109,33, Private,162572, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, United-States,1
31110,24, Private,291578, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,0
31111,46, Private,136162, Assoc-voc,11, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States,0
31114,65, Local-gov,240166, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States,0
31115,29, Private,193152, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,1408,40, United-States,0
31116,42, Private,248094, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1740,43, United-States,0
31123,30, Private,252646, Some-college,10, Separated, Transport-moving, Not-in-family, White, Male,0,0,20, United-States,0
31126,55, State-gov,153788, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,37, United-States,0
31128,53, Private,96062, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Greece,0
31129,51, Private,165614, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,55, United-States,1
31131,62, Private,110586, Some-college,10, Widowed, Priv-house-serv, Unmarried, White, Female,0,0,40, United-States,0
31132,24, Self-emp-not-inc,143062, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States,0
31134,26, Private,137658, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States,0
31135,36, Private,398931, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
31138,38, Private,140854, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,1
31139,72, Private,97304, HS-grad,9, Married-spouse-absent, Machine-op-inspct, Unmarried, White, Male,2346,0,40,,0
31141,45,,27184, HS-grad,9, Widowed,, Unmarried, White, Female,0,0,38, United-States,0
31142,72,,237229, Assoc-voc,11, Widowed,, Not-in-family, White, Female,0,0,30, United-States,0
31144,27, Private,210313, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Guatemala,0
31145,38, Private,194538, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States,1
31146,37, Self-emp-inc,26698, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,1485,44, United-States,1
31147,28, Private,211032, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,0
31152,70,,147558, Bachelors,13, Divorced,, Not-in-family, White, Female,0,0,7, United-States,0
31154,26, Private,247025, Assoc-voc,11, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States,0
31157,25, Federal-gov,339956, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States,0
31159,60, Private,223696, 1st-4th,2, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,38, Dominican-Republic,0
31160,31, Private,234500, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,0
31163,36, Private,174938, Bachelors,13, Divorced, Tech-support, Unmarried, White, Male,0,0,20, United-States,0
31164,35, Private,160120, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines,1
31168,24, Private,308205, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States,0
31169,58,,158506, 11th,7, Married-civ-spouse,, Husband, White, Male,0,0,16, United-States,0
31173,26, Private,123384, Masters,14, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States,0
31174,29, Private,330132, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,60, United-States,0
31175,47, Private,274720, 5th-6th,3, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Jamaica,0
31176,50, Private,129673, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States,1
31177,35, Federal-gov,205584, 5th-6th,3, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico,0
31178,17, Private,327127, 11th,7, Never-married, Transport-moving, Own-child, White, Male,0,0,20, United-States,0
31180,37, Private,224886, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,42, United-States,0
31181,35, Local-gov,27763, HS-grad,9, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States,0
31182,56, Private,73684, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal,0
31183,23, Private,107452, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
31184,33, Private,23871, Assoc-acdm,12, Divorced, Prof-specialty, Unmarried, White, Female,0,0,32, United-States,0
31186,28, Private,469864, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States,0
31187,55, Private,286230, 11th,7, Divorced, Sales, Own-child, White, Female,0,0,20, United-States,0
31188,59, State-gov,186308, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,0
31189,22, Private,113062, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States,0
31190,19, Private,86150, 11th,7, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,19, Philippines,0
31191,41, Private,262038, 5th-6th,3, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,0,0,35, Mexico,0
31192,32, Private,279231, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Italy,0
31193,67,,188903, 7th-8th,4, Married-civ-spouse,, Husband, White, Male,2414,0,40, United-States,0
31195,61, Private,339358, 5th-6th,3, Married-civ-spouse, Farming-fishing, Other-relative, White, Female,0,0,45, Mexico,0
31196,34, Private,287737, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States,0
31197,43, Self-emp-not-inc,99203, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
31199,35, Private,113481, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,0
31200,65, Private,204042, HS-grad,9, Divorced, Protective-serv, Not-in-family, White, Male,0,0,20, United-States,0
31202,37, Private,99233, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0
31204,42, Private,99679, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States,1
31208,19, Private,224241, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,0
31210,32, Private,263908, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
31212,32, Local-gov,203849, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
31213,46, Self-emp-inc,62546, Doctorate,16, Separated, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States,0
31214,40, Private,197344, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States,1
31215,36, Private,93225, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States,0
31216,33, Private,187560, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,36, United-States,0
31217,23, State-gov,61743, 5th-6th,3, Never-married, Transport-moving, Not-in-family, White, Male,0,0,35, United-States,0
31218,21, Private,186648, 10th,6, Separated, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,0
31219,40, Private,173321, HS-grad,9, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,32, United-States,0
31220,53, State-gov,246820, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,1
31221,20,,424034, Some-college,10, Never-married,, Own-child, White, Male,0,0,15, United-States,0
31222,53, Self-emp-not-inc,291755, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,72, United-States,0
31223,58, Private,104945, 9th,5, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,60, United-States,0
31225,31, Private,214235, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,65, United-States,0
31226,35, Self-emp-not-inc,278632, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
31228,31, Local-gov,143392, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States,0
31229,21, Private,277408, Some-college,10, Never-married, Other-service, Unmarried, White, Female,0,0,35, United-States,0
31233,18, Private,395026, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,12, United-States,0
31240,52, Local-gov,108083, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,1
31241,19, Private,82210, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States,0
31243,35, Private,308489, Bachelors,13, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, United-States,0
31245,38, Private,75826, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,0
31246,23, Private,413345, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States,0
31247,22, Private,356567, Assoc-voc,11, Divorced, Tech-support, Not-in-family, White, Male,0,0,60, United-States,0
31248,20, Private,223811, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,0
31249,19, Private,159313, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,0
31251,59, Private,135617, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
31252,38, Private,187346, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,40, United-States,0
31254,27, Private,255476, 5th-6th,3, Never-married, Other-service, Other-relative, White, Male,0,0,40, Mexico,0
31255,24, Private,68577, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
31256,35, Private,155961, HS-grad,9, Never-married, Other-service, Own-child, Black, Female,0,0,35, Jamaica,0
31257,22, State-gov,264102, Some-college,10, Never-married, Other-service, Other-relative, Black, Male,0,0,39, Haiti,0
31261,55, Private,199856, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,50, United-States,0
31262,29,,189765, 5th-6th,3, Married-civ-spouse,, Wife, White, Female,0,0,40, United-States,0
31263,32, Private,193042, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, United-States,0
31266,23, Private,208826, Bachelors,13, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,0
31267,50, Local-gov,120190, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States,0
31268,40, Self-emp-not-inc,27242, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,84, United-States,0
31269,51, Private,348099, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,1590,40, United-States,0
31271,28, Private,309196, Bachelors,13, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, United-States,0
31276,25, Private,178843, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, United-States,0
31277,42, Private,136177, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States,0
31278,35, Private,243409, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Germany,0
31280,34, Private,164748, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
31281,50, State-gov,24185, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,38, United-States,1
31282,30, Private,167476, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States,0
31284,52, Private,53497, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
31285,35, Private,335704, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,0
31286,36, Private,211022, Assoc-voc,11, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,1
31287,30, Private,163003, Bachelors,13, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,52, Taiwan,0
31288,36, Self-emp-inc,77146, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,15024,0,45, United-States,1
31290,25, Private,458549, 1st-4th,2, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,96, Mexico,0
31292,20, Private,195411, HS-grad,9, Never-married, Sales, Own-child, Black, Female,0,0,20, United-States,0
31293,20, Private,216889, Some-college,10, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States,0
31294,70,,336007, 5th-6th,3, Married-civ-spouse,, Husband, White, Male,0,0,20, United-States,0
31296,24, Private,241857, Some-college,10, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,35, United-States,0
31297,48, Private,125892, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,1
31298,62, Private,272209, HS-grad,9, Divorced, Priv-house-serv, Unmarried, Black, Female,0,0,99, United-States,0
31299,48, Private,175221, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
31302,58, Private,310085, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
31303,40, Federal-gov,118686, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States,0
31304,29,,112963, Some-college,10, Married-civ-spouse,, Wife, White, Female,0,0,40, United-States,0
31307,37, Private,210438, 11th,7, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States,0
31309,31, Self-emp-not-inc,113364, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, United-States,0
31311,28, Local-gov,197932, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,16, United-States,0
31312,32, Private,193285, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0
31313,49, Local-gov,223342, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,44, United-States,0
31315,19,,211553, Some-college,10, Never-married,, Own-child, White, Female,0,0,35, United-States,0
31316,45, Private,201865, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,1
31317,39, Private,322143, 12th,8, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,70, United-States,1
31318,55, Private,158702, Some-college,10, Never-married, Adm-clerical, Not-in-family, Black, Female,0,2339,45,,0
31320,19, Private,206599, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,16, United-States,0
31322,25, State-gov,156848, HS-grad,9, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,35, United-States,0
31323,37, Private,162494, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
31328,34, Private,248754, 11th,7, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0
31330,20, Private,216811, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,40, United-States,0
31331,27, Self-emp-inc,113870, Masters,14, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States,0
31332,36, Federal-gov,343052, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,0
31334,37, Private,42044, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States,0
31335,32, Private,309513, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,0
31337,52, Private,224198, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,48, United-States,0
31338,50, Private,338283, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
31340,25, Private,81286, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,0
31341,21, Private,243368, Preschool,1, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, Mexico,0
31343,31, Self-emp-not-inc,323020, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female,0,0,30, United-States,0
31344,41, Private,34278, Assoc-voc,11, Separated, Other-service, Not-in-family, White, Male,0,0,40, United-States,0
31347,20, Private,142673, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States,0
31348,29, Private,131714, 10th,6, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,25, United-States,0
31349,51, Local-gov,74784, Some-college,10, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
31351,23,,62507, Some-college,10, Never-married,, Not-in-family, White, Female,0,0,12, United-States,0
31354,62, Private,113440, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States,0
31355,22, Private,147227, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States,0
31357,51, Local-gov,123011, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,35, United-States,1
31358,20, Private,184678, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,32, United-States,0
31360,31, Private,98639, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States,0
31361,30, Private,174201, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0
31362,52, Private,123780, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,38, United-States,0
31363,20, Private,374116, HS-grad,9, Never-married, Prof-specialty, Other-relative, White, Female,0,0,40, United-States,0
31365,65, Private,123965, Bachelors,13, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States,0
31369,62, Private,664366, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,1
31370,53, Private,218311, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,35, United-States,0
31375,25, Private,208117, Bachelors,13, Never-married, Prof-specialty, Other-relative, White, Male,0,0,40, United-States,0
31376,36, Private,184498, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
31379,23, Private,368739, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
31380,63, Self-emp-not-inc,196994, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,15, United-States,0
31381,63, Self-emp-not-inc,420629, Assoc-voc,11, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States,0
31382,62, Self-emp-inc,245491, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,99999,0,40, United-States,1
31384,76, Local-gov,169133, Some-college,10, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States,0
31388,51, Private,107123, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States,0
31389,42, Local-gov,125461, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,4650,0,35, United-States,0
31390,43, Local-gov,36924, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
31391,53, Private,167065, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
31392,29, Private,53642, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0
31393,41, Private,154668, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
31394,44, Federal-gov,102238, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States,0
31395,35, Private,54595, 10th,6, Widowed, Other-service, Not-in-family, Black, Female,0,1980,40, United-States,0
31398,60, Private,74243, Assoc-voc,11, Widowed, Craft-repair, Not-in-family, White, Female,0,0,30, United-States,0
31402,31, State-gov,286911, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,38, United-States,0
31403,54, Private,203635, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,60, United-States,1
31404,57, Self-emp-not-inc,177271, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States,0
31405,30, Private,149427, 9th,5, Never-married, Craft-repair, Own-child, White, Male,0,0,45, United-States,0
31406,45, Private,101656, 10th,6, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Vietnam,0
31407,41, Private,274363, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,42, United-States,1
31408,25, Private,241025, Bachelors,13, Never-married, Other-service, Own-child, White, Male,0,0,18, United-States,0
31409,51, Self-emp-inc,338836, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
31412,47,,178013, 10th,6, Married-civ-spouse,, Wife, White, Female,0,0,20, Cuba,0
31413,53, Federal-gov,167410, Bachelors,13, Divorced, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States,0
31416,25, Federal-gov,406955, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States,0
31417,47, Private,341762, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
31419,30, Private,38848, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
31420,48, Private,54744, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
31421,22, Private,332194, Some-college,10, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States,0
31422,32, Self-emp-not-inc,154950, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States,0
31424,31, Private,201292, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0
31426,26, Private,250066, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,0
31427,34, Private,318886, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, United-States,0
31428,50, Local-gov,124076, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,1
31429,30, State-gov,242122, HS-grad,9, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,0
31430,17, Private,34019, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States,0
31431,35, Local-gov,230754, Masters,14, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, United-States,0
31432,29, Private,213842, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
31433,27, Federal-gov,196386, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,4064,0,40, El-Salvador,0
31435,34, Private,134737, Bachelors,13, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,1
31436,32, Private,515629, HS-grad,9, Separated, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States,0
31437,47, Federal-gov,119199, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
31438,40, Private,90222, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States,0
31439,26, Private,28443, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,0
31440,30, Private,159442, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Ireland,0
31441,54, Private,315804, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
31442,53, Private,135840, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States,1
31444,43, Private,118001, 7th-8th,4, Separated, Farming-fishing, Not-in-family, Black, Male,0,0,40, United-States,0
31445,25, Private,207875, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,20, United-States,0
31446,39, Private,164898, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
31447,57, Local-gov,170066, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,25, United-States,1
31448,47, Private,111994, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,34, United-States,0
31450,24, State-gov,61737, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0
31452,25, Private,234190, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,35, United-States,0
31453,57, Private,230899, 5th-6th,3, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,0
31458,74,,292627, 1st-4th,2, Married-civ-spouse,, Husband, Black, Male,0,0,40, United-States,0
31459,44, Self-emp-not-inc,156687, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,42, Japan,0
31462,25, Private,356017, 11th,7, Never-married, Other-service, Not-in-family, White, Male,0,0,99, United-States,0
31463,28, Private,189257, 9th,5, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,24, United-States,0
31464,20, Private,157541, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0
31465,33, Private,69251, Assoc-voc,11, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Philippines,0
31466,38, State-gov,272944, HS-grad,9, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States,0
31467,31, Private,113667, HS-grad,9, Never-married, Sales, Unmarried, Black, Female,0,0,25, United-States,0
